"IATA","ICAO","Airport name","Country","City","Information"
"OIA","SDOW","Ourilândia do Norte Airport","Brazil","Ourilândia do Norte","https://www.worlddata.info/america/brazil/airports.php"
"OIC","KOIC","Lt Warren Eaton Airport","United States of America","Norwich","https://www.worlddata.info/america/usa/airports.php"
"OIM","RJTO","Oshima Airport","Japan","Izu Oshima","https://www.worlddata.info/asia/japan/airports.php"
"OIR","RJEO","Okushiri Airport","Japan","Okushiri Island","https://www.worlddata.info/asia/japan/airports.php"
"OIT","RJFO","Oita Airport","Japan","Oita","https://www.worlddata.info/asia/japan/airports.php"
"OJC","KOJC","Johnson County Executive Airport","United States of America","Olathe","https://www.worlddata.info/america/usa/airports.php"
"OJU","WAFU","Tanjung Api Airport","Indonesia","Tojo Una-Una","https://www.worlddata.info/asia/indonesia/airports.php"
"OKA","ROAH","Naha Airport / JASDF Naha Air Base","Japan","Naha","https://www.worlddata.info/asia/japan/airports.php"
"OKB",,"Orchid Beach Airport","Australia","Orchid Beach","https://www.worlddata.info/oceania/australia/airports.php"
"OKC","KOKC","Will Rogers World Airport","United States of America","Oklahoma City","https://www.worlddata.info/america/usa/airports.php"
"OKD","RJCO","Sapporo Okadama Airport","Japan","Sapporo","https://www.worlddata.info/asia/japan/airports.php"
"OKE","RJKB","Okinoerabu Airport","Japan","Wadomari","https://www.worlddata.info/asia/japan/airports.php"
"OKF","FYOO","Okaukuejo Airport","Namibia","Okaukuejo","https://www.worlddata.info/africa/namibia/airports.php"
"OKG",,"Okoyo Airport","Republic of the Congo","Okoyo","https://www.worlddata.info/africa/congo-brazzaville/airports.php"
"OKI","RJNO","Oki Global Geopark Airport","Japan","Okinoshima","https://www.worlddata.info/asia/japan/airports.php"
"OKJ","RJOB","Okayama Momotaro Airport","Japan","Okayama","https://www.worlddata.info/asia/japan/airports.php"
"OKK","KOKK","Kokomo Municipal Airport","United States of America","Kokomo","https://www.worlddata.info/america/usa/airports.php"
"OKL","WAJO","Oksibil Airport","Indonesia","Oksibil","https://www.worlddata.info/asia/indonesia/airports.php"
"OKM","KOKM","Okmulgee Regional Airport","United States of America","Okmulgee","https://www.worlddata.info/america/usa/airports.php"
"OKN","FOGQ","Okondja Airport","Gabon","Okondja","https://www.worlddata.info/africa/gabon/airports.php"
"OKO","RJTY","Yokota Air Base","Japan","Fussa","https://www.worlddata.info/asia/japan/airports.php"
"OKP","AYOJ","Oksapmin Airport","Papua New Guinea","Oksapmin","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"OKQ","WAKO","Okaba Airport","Indonesia","Okaba","https://www.worlddata.info/asia/indonesia/airports.php"
"OKR","YYKI","Yorke Island Airport","Australia","Yorke Island","https://www.worlddata.info/oceania/australia/airports.php"
"OKS","KOKS","Garden County Airport/King Rhiley Field","United States of America","Oshkosh","https://www.worlddata.info/america/usa/airports.php"
"OKT","UWUK","Oktyabrskiy Airport","Russia","Kzyl-Yar","https://www.worlddata.info/europe/russia/airports.php"
"OKU","FYMO","Mokuti Lodge Airport","Namibia","Mokuti Lodge","https://www.worlddata.info/africa/namibia/airports.php"
"OKV",,"Okao Airport","Papua New Guinea","Okao","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"OKY","YBOK","Oakey Army Aviation Centre","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"OLA","ENOL","Ørland Airport","Norway","Ørland","https://www.worlddata.info/europe/norway/airports.php"
"OLB","LIEO","Olbia Costa Smeralda Airport","Italy","Olbia (SS)","https://www.worlddata.info/europe/italy/airports.php"
"OLC","SDCG","Senadora Eunice Micheles Airport","Brazil","São Paulo De Olivença","https://www.worlddata.info/america/brazil/airports.php"
"OLD","KOLD","Dewitt Field - Old Town Municipal Airport","United States of America","Old Town","https://www.worlddata.info/america/usa/airports.php"
"OLF","KOLF","L M Clayton Airport","United States of America","Wolf Point","https://www.worlddata.info/america/usa/airports.php"
"OLH",,"Old Harbor Airport","United States of America","Old Harbor","https://www.worlddata.info/america/usa/airports.php"
"OLI","BIRF","Rif Airport","Iceland","Rif","https://www.worlddata.info/europe/iceland/airports.php"
"OLJ","NVSZ","North West Santo Airport","Vanuatu","Olpoi","https://www.worlddata.info/oceania/vanuatu/airports.php"
"OLK",,"Fuerte Olimpo Airport","Paraguay","Fuerte Olimpo","https://www.worlddata.info/america/paraguay/airports.php"
"OLL","FCOD","Oyo Ollombo Airport","Republic of the Congo","Oyo","https://www.worlddata.info/africa/congo-brazzaville/airports.php"
"OLM","KOLM","Olympia Regional Airport","United States of America","Olympia","https://www.worlddata.info/america/usa/airports.php"
"OLO","LKOL","Olomouc Airport","Czechia","Olomouc","https://www.worlddata.info/europe/czechia/airports.php"
"OLP","YOLD","Olympic Dam Airport","Australia","Olympic Dam","https://www.worlddata.info/oceania/australia/airports.php"
"OLQ",,"Olsobip Airport","Papua New Guinea","Olsobip","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"OLR",,"Salerno Airport","Afghanistan","Khost","https://www.worlddata.info/asia/afghanistan/airports.php"
"OLS","KOLS","Nogales International Airport","United States of America","Nogales","https://www.worlddata.info/america/usa/airports.php"
"OLU","KOLU","Columbus Municipal Airport","United States of America","Columbus","https://www.worlddata.info/america/usa/airports.php"
"OLV","KOLV","Olive Branch Airport","United States of America","Olive Branch","https://www.worlddata.info/america/usa/airports.php"
"OLZ","UEMO","Olyokminsk Airport","Russia","Olyokminsk","https://www.worlddata.info/europe/russia/airports.php"
"OMA","KOMA","Eppley Airfield","United States of America","Omaha","https://www.worlddata.info/america/usa/airports.php"
"OMB","FOOH","Omboue Hospital Airport","Gabon","Omboue","https://www.worlddata.info/africa/gabon/airports.php"
"OMC","RPVO","Ormoc Airport","Philippines","Ormoc City","https://www.worlddata.info/asia/philippines/airports.php"
"OMD","FYOG","Oranjemund Airport","Namibia","Oranjemund","https://www.worlddata.info/africa/namibia/airports.php"
"OME","PAOM","Nome Airport","United States of America","Nome","https://www.worlddata.info/america/usa/airports.php"
"OMF","OJMF","King Hussein Air College","Jordan","Mafraq","https://www.worlddata.info/asia/jordan/airports.php"
"OMG","FYOE","Omega Airport","Namibia","Omega","https://www.worlddata.info/africa/namibia/airports.php"
"OMH","OITR","Urmia Airport","Iran","Urmia","https://www.worlddata.info/asia/iran/airports.php"
"OMI","OIAJ","Omidiyeh Airport","Iran","Omidiyeh","https://www.worlddata.info/asia/iran/airports.php"
"OMK","KOMK","Omak Airport","United States of America","Omak","https://www.worlddata.info/america/usa/airports.php"
"OMM","OOMX","Marmul Airport","Oman","Marmul","https://www.worlddata.info/asia/oman/airports.php"
"OMN",,"Osmanabad Airport","India","Osmanabad","https://www.worlddata.info/asia/india/airports.php"
"OMO","LQMO","Mostar International Airport","Bosnia and Herzegovina","Mostar","https://www.worlddata.info/europe/bosnia-and-herzegovina/airports.php"
"OMR","LROD","Oradea International Airport","Romania","Oradea","https://www.worlddata.info/europe/romania/airports.php"
"OMS","UNOO","Omsk Central Airport","Russia","Omsk","https://www.worlddata.info/europe/russia/airports.php"
"OMY",,"Preah Vinhear Airport","Cambodia","Tbeng Meanchey","https://www.worlddata.info/asia/cambodia/airports.php"
"ONB",,"Ononge Airport","Papua New Guinea","Onange Mission","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"OND","FYOA","Ondangwa Airport","Namibia","Ondangwa","https://www.worlddata.info/africa/namibia/airports.php"
"ONG","YMTI","Mornington Island Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"ONI","WABD","Moanamani Airport","Indonesia","Moanamani","https://www.worlddata.info/asia/indonesia/airports.php"
"ONJ","RJSR","Odate Noshiro Airport","Japan","Kitaakita","https://www.worlddata.info/asia/japan/airports.php"
"ONK","UERO","Olenyok Airport","Russia","Olenyok","https://www.worlddata.info/europe/russia/airports.php"
"ONL","KONL","O'Neill Municipal Airport–John L Baker Field","United States of America","O'Neill","https://www.worlddata.info/america/usa/airports.php"
"ONO","KONO","Ontario Municipal Airport","United States of America","Oregon","https://www.worlddata.info/america/usa/airports.php"
"ONP","KONP","Newport Municipal Airport","United States of America","Newport","https://www.worlddata.info/america/usa/airports.php"
"ONQ","LTAS","Zonguldak Çaycuma Airport","Turkey","Zonguldak","https://www.worlddata.info/asia/turkey/airports.php"
"ONR","YMNK","Monkira Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"ONS","YOLW","Onslow Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"ONT","KONT","Ontario International Airport","United States of America","Ontario","https://www.worlddata.info/america/usa/airports.php"
"ONU","NFOL","Ono-i-Lau Airport","Fiji","Ono-i-Lau","https://www.worlddata.info/oceania/fiji/airports.php"
"ONX","MPEJ","Enrique Adolfo Jimenez Airport","Panama","Colón","https://www.worlddata.info/america/panama/airports.php"
"OOK","PAOO","Toksook Bay Airport","United States of America","Toksook Bay","https://www.worlddata.info/america/usa/airports.php"
"OOL","YBCG","Gold Coast Airport","Australia","Gold Coast","https://www.worlddata.info/oceania/australia/airports.php"
"OOM","YCOM","Cooma Snowy Mountains Airport","Australia","Cooma","https://www.worlddata.info/oceania/australia/airports.php"
"OOR","YMOO","Mooraberree Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"OOT","NGON","Onotoa Airport","Kiribati","Onotoa","https://www.worlddata.info/oceania/kiribati/airports.php"
"OPA","BIKP","Kópasker Airport","Iceland","Kópasker","https://www.worlddata.info/europe/iceland/airports.php"
"OPF","KOPF","Miami-Opa Locka Executive Airport","United States of America","Miami","https://www.worlddata.info/america/usa/airports.php"
"OPI","YOEN","Oenpelli Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"OPO","LPPR","Francisco de Sá Carneiro Airport","Portugal","Porto","https://www.worlddata.info/europe/portugal/airports.php"
"OPP","SNSM","Salinópolis Airport","Brazil","Salinópolis","https://www.worlddata.info/america/brazil/airports.php"
"OPS","SWSI","Presidente João Batista Figueiredo Airport","Brazil","Sinop","https://www.worlddata.info/america/brazil/airports.php"
"OPU",,"Balimo Airport","Papua New Guinea","Balimo","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"OPW","FYOP","Opuwa Airport","Namibia","Opuwa","https://www.worlddata.info/africa/namibia/airports.php"
"ORA","SASO","Orán Airport","Argentina","Orán","https://www.worlddata.info/america/argentina/airports.php"
"ORB","ESOE","Örebro Airport","Sweden","Örebro","https://www.worlddata.info/europe/sweden/airports.php"
"ORC","SKOE","Orocue Airport","Colombia","Orocue","https://www.worlddata.info/america/colombia/airports.php"
"ORD","KORD","Chicago O'Hare International Airport","United States of America","Chicago","https://www.worlddata.info/america/usa/airports.php"
"ORF","KORF","Norfolk International Airport","United States of America","Norfolk","https://www.worlddata.info/america/usa/airports.php"
"ORG","SMZO","Zorg en Hoop Airport","Suriname","Paramaribo","https://www.worlddata.info/america/suriname/airports.php"
"ORH","KORH","Worcester Regional Airport","United States of America","Worcester","https://www.worlddata.info/america/usa/airports.php"
"ORI",,"Port Lions Airport","United States of America","Port Lions","https://www.worlddata.info/america/usa/airports.php"
"ORJ","SYOR","Orinduik Airport","Guyana","Orinduik","https://www.worlddata.info/america/guyana/airports.php"
"ORK","EICK","Cork Airport","Ireland","Cork","https://www.worlddata.info/europe/ireland/airports.php"
"ORL","KORL","Orlando Executive Airport","United States of America","Orlando","https://www.worlddata.info/america/usa/airports.php"
"ORM","EGBK","Sywell Aerodrome","United Kingdom","Northampton","https://www.worlddata.info/europe/united-kingdom/airports.php"
"ORN","DAOO","Oran Es-Sénia (Ahmed Ben Bella) International Airport","Algeria","Es-Sénia","https://www.worlddata.info/africa/algeria/airports.php"
"ORO","MHYR","Yoro Airport","Honduras","Yoro","https://www.worlddata.info/america/honduras/airports.php"
"ORP","FBOR","Orapa Airport","Botswana","Orapa","https://www.worlddata.info/africa/botswana/airports.php"
"ORR","YYOR","Yorketown Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"ORT","PAOR","Northway Airport","United States of America","Northway","https://www.worlddata.info/america/usa/airports.php"
"ORU","SLOR","Juan Mendoza Airport","Bolivia","Oruro","https://www.worlddata.info/america/bolivia/airports.php"
"ORV","PFNO","Robert (Bob) Curtis Memorial Airport","United States of America","Noorvik","https://www.worlddata.info/america/usa/airports.php"
"ORW","OPOR","Ormara Airport","Pakistan","Ormara Raik","https://www.worlddata.info/asia/pakistan/airports.php"
"ORX","SNOX","Oriximiná Airport","Brazil","Oriximiná","https://www.worlddata.info/america/brazil/airports.php"
"ORY","LFPO","Paris-Orly Airport","France","Paris (Orly, Val-de-Marne)","https://www.worlddata.info/europe/france/airports.php"
"ORZ",,"H.E Alfredo Martinez (Tower Hill) Airstrip","Belize","Orange Walk","https://www.worlddata.info/america/belize/airports.php"
"OSC","KOSC","Oscoda Wurtsmith Airport","United States of America","Oscoda","https://www.worlddata.info/america/usa/airports.php"
"OSD","ESNZ","Åre Östersund Airport","Sweden","Östersund","https://www.worlddata.info/europe/sweden/airports.php"
"OSE",,"Omora Airport","Papua New Guinea","Omora","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"OSF","UUMO","Ostafyevo International Airport","Russia","Moscow","https://www.worlddata.info/europe/russia/airports.php"
"OSG",,"Ossima Airport","Papua New Guinea","Ossima","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"OSH","KOSH","Wittman Regional Airport","United States of America","Oshkosh","https://www.worlddata.info/america/usa/airports.php"
"OSI","LDOS","Osijek Airport","Croatia","Klisa","https://www.worlddata.info/europe/croatia/airports.php"
"OSK","ESMO","Oskarshamn Airport","Sweden",,"https://www.worlddata.info/europe/sweden/airports.php"
"OSL","ENGM","Oslo Airport, Gardermoen","Norway","Oslo","https://www.worlddata.info/europe/norway/airports.php"
"OSM","ORBM","Mosul International Airport","Iraq","Mosul","https://www.worlddata.info/asia/iraq/airports.php"
"OSN","RKSO","Osan Air Base","South Korea","Pyeongtaek","https://www.worlddata.info/asia/south-korea/airports.php"
"OSO","YOSB","Osborne Mine Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"OSR","LKMT","Ostrava Leos Janáček Airport","Czechia","Mošnov","https://www.worlddata.info/europe/czechia/airports.php"
"OSS","UAFO","Osh Airport","Kyrgyzstan","Osh","https://www.worlddata.info/asia/kyrgyzstan/airports.php"
